"Name","Address","Website","Type","Awards offered","Campus setting","Campus housing","Student population","Undergraduate students","Graduation Rate","Transfer-Out Rate","Cohort Year *","Net Price **","Largest Program","IPEDS ID","OPE ID"
"Bridges Christian College","2524 Napoleon Avenue, New Orleans, Louisiana 70115-6305","https://www.bcc.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","61","61","NA","NA","Fall 2017","$18,399","-","497408","04299500"
"BridgeValley Community & Technical College","2001 Union Carbide Dr, South  Charleston, West Virginia 25136","www.bridgevalley.edu/","2-year, Public","One but less than two years certificate|Associate's degree","Suburb: Midsize","No","1634","1634","27%","11%","Fall 2020","$7,239","-","484932","04038600"
"Bridgewater College","402 E College St, Bridgewater, Virginia 22812-1599","https://www.bridgewater.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Suburb: Small","Yes","1421","1385","49%","NA","Fall 2017","$19,660","-","231581","00370400"
"Bridgewater State University","131 Summer Street, Bridgewater, Massachusetts 02325","www.bridgew.edu/","4-year, Public","Less than one year certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","Suburb: Large","Yes","9604","8116","55%","NA","Fall 2017","$16,230","-","165024","00218300"
"Brigham Young University","Main Campus, Provo, Utah 84602","https://byu.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","34464","31411","82%","NA","Fall 2017","$14,643","-","230038","00367000"
"Brigham Young University-Hawaii","55-220 Kulanui Street, Laie, Hawaii 96762-1294","www.byuh.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Town: Fringe","Yes","2735","2735","54%","35%","Fall 2017","$17,887","-","230047","00160600"
"Brigham Young University-Idaho","525 S Center, Rexburg, Idaho 83460-1690","www.byui.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","Town: Distant","Yes","43023","43023","55%","17%","Fall 2017","$7,295","-","142522","00162500"
"Brightpoint Community College","13101 Route 1, Chester, Virginia 23831-5316","https://www.brightpoint.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","8792","8792","39%","17%","Fall 2020","$5,693","-","232450","00400400"
"Bristol Community College","777 Elsbree St, Fall River, Massachusetts 02720-7395","www.bristolcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","5822","5822","21%","7%","Fall 2020","$5,738","-","165033","00217600"
"Brite Divinity School","2800 S. University Dr., Fort Worth, Texas 76129","www.brite.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - research/scholarship|Doctor's degree - other","City: Large","Yes","109","","NA","NA","Fall 2017","NA","-","450304","00363600"
"Brookdale Community College","765 Newman Springs Rd, Lincroft, New Jersey 07738-1597","https://www.brookdalecc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Large","No","9896","9896","29%","16%","Fall 2020","$9,032","-","183859","00840400"
"Brookline College-Albuquerque","4201 Central Ave NW-Ste J, Albuquerque, New Mexico 87105","https://www.brooklinecollege.edu/","4-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","528","528","65%","NA","Fall 2017","$37,566","Registered Nursing/Registered Nurse","444088","02218808"
"Brookline College-Phoenix","2445 W. Dunlap Ave., Ste. 100, Phoenix, Arizona 85021","www.brooklinecollege.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Master's degree","City: Large","No","888","841","50%","2%","Fall 2017","NA","Registered Nursing/Registered Nurse","104090","02218800"
"Brookline College-Tempe","1140-1150 S. Priest Drive, Tempe, Arizona 85281","www.brooklinecollege.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","269","269","65%","3%","Fall 2017","$18,711","Surgical Technology/Technologist","404055","02218804"
"Brookline College-Tucson","300 S. Craycroft Rd Suite 100, Tucson, Arizona 85711","www.brooklinecollege.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","230","230","55%","3%","Fall 2020","$18,645","Surgical Technology/Technologist","438179","02218805"
"Brooklyn Law School","250 Joralemon St, Brooklyn, New York 11201","www.brooklaw.edu/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","City: Large","Yes","1210","","NA","NA","Fall 2017","NA","-","189501","00267700"
"Broward College","111 East Las Olas Blvd, Fort Lauderdale, Florida 33301","www.broward.edu/","4-year, primarily associate's, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Midsize","No","30057","30057","36%","21%","Fall 2017","$18,934","-","132709","00150000"
"Brown University","One Prospect Street, Providence, Rhode Island 02912","www.brown.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Midsize","Yes","11189","7639","96%","NA","Fall 2017","$26,608","-","217156","00340100"
"Brunswick Community College","50 College Rd, Bolivia, North Carolina 28422-9021","www.brunswickcc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Distant","No","1678","1678","46%","18%","Fall 2020","$9,932","-","198084","02170700"
"Bryan College of Health Sciences","1535 S 52nd St, Lincoln, Nebraska 68506","https://www.bryanhealthcollege.edu/bcohs/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","725","598","75%","NA","Fall 2017","$21,834","-","180878","00639900"
"Bryan College-Dayton","721 Bryan Drive, Dayton, Tennessee 37321","www.bryan.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Town: Distant","Yes","1656","1482","56%","NA","Fall 2017","$17,105","-","219790","00353600"
"Bryan University","350 W Washington St, Tempe, Arizona 85281","bryanuniversity.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","1767","1767","24%","NA","Fall 2017","$20,495","-","110219","00716400"
"Bryan University","4255 S Nature Center Way, Springfield, Missouri 65804","www.bryanu.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","135","127","28%","NA","Fall 2017","$20,259","-","369516","03066300"
"Bryant & Stratton College-Albany","1259 Central Ave, Albany, New York 12205","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","296","296","22%","2%","Fall 2017","$11,447","-","188517","00267807"
"Bryant & Stratton College-Buffalo","110 Broadway, 2nd Floor, Buffalo, New York 14203","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","787","787","28%","4%","Fall 2017","$14,550","-","189583","00267800"
"Bryant & Stratton College-Greece","854 Long Pond Road, Rochester, New York 14612","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","328","328","30%","9%","Fall 2017","$13,652","-","189592","00267803"
"Bryant & Stratton College-Online","200 Redtail Rd, Orchard Park, New York 14127","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","9050","9050","18%","2%","Fall 2017","$14,611","-","480091","00267802"
"Bryant & Stratton College-Parma","12955 Snow Rd, Parma, Ohio 44130-3151","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","534","534","21%","NA","Fall 2017","$13,740","-","201469","00267808"
"Bryant & Stratton College-Syracuse North","7805 Oswego Rd, Liverpool, New York 13090","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","463","463","25%","4%","Fall 2017","$6,985","-","189565","00267806"
"Bryant & Stratton College-Virginia Beach","301 Centre Pointe Dr, Virginia Beach, Virginia 23462","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","1281","1281","28%","4%","Fall 2017","$11,607","-","231785","00267811"
"Bryant & Stratton College-Wauwatosa","10950 W Potter Road, Wauwatosa, Wisconsin 53226","https://www.bryantstratton.edu/","4-year, primarily associate's, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","1043","1043","23%","6%","Fall 2017","$14,705","-","451750","00267814"
"Bryant University","1150 Douglas Pike, Smithfield, Rhode Island 02917-1291","https://www.bryant.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","3536","3204","81%","14%","Fall 2017","$40,612","-","217165","00340200"
"Bryn Athyn College of the New Church","2945 College Drive, Bryn Athyn, Pennsylvania 19009-0717","www.brynathyn.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","285","272","46%","17%","Fall 2017","$19,204","-","210492","00322800"
"Bryn Mawr College","101 N Merion Avenue, Bryn Mawr, Pennsylvania 19010","www.brynmawr.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1742","1409","86%","9%","Fall 2017","$39,383","-","211273","00323700"
"Bucknell University","One Dent Drive, Lewisburg, Pennsylvania 17837","www.bucknell.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Distant","Yes","3787","3747","86%","5%","Fall 2017","$38,486","-","211291","00323800"
"Bucks County Community College","275 Swamp Rd, Newtown, Pennsylvania 18940-4106","www.bucks.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Rural: Fringe","No","6162","6162","28%","23%","Fall 2020","$6,842","-","211307","00323900"
"Buena Vista University","610 W 4th St, Storm Lake, Iowa 50588","https://www.bvu.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","Town: Remote","Yes","1973","1474","47%","NA","Fall 2017","$18,156","-","153001","00184700"
"Bunker Hill Community College","250 New Rutherford Ave, Boston, Massachusetts 02129-2925","www.bhcc.edu/","2-year, Public","Less than one year certificate|Associate's degree","City: Large","No","8439","8439","19%","6%","Fall 2020","$7,669","-","165112","01121000"
"Burrell College of Osteopathic Medicine","3501 Arrowhead Drive, Las Cruces, New Mexico 88001","https://burrell.edu/","4-year, Private for-profit","Doctor's degree - professional practice","Suburb: Midsize","Yes","662","","NA","NA","Fall 2017","NA","-","488554","04259300"
"Bushnell University","828 E. 11th Ave., Eugene, Oregon 97401-3745","www.bushnell.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Midsize","Yes","699","509","62%","38%","Fall 2017","$22,534","-","209409","00320800"
"Butler Community College","901 S Haverhill Rd, El Dorado, Kansas 67042-3280","www.butlercc.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Town: Distant","Yes","6697","6697","30%","23%","Fall 2020","$16,417","-","154800","00190600"
"Butler County Community College","107 College Drive, Butler, Pennsylvania 16002","https://www.bc3.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Town: Fringe","No","2496","2496","31%","30%","Fall 2020","$6,928","-","211343","00324000"
"Butler University","4600 Sunset Ave, Indianapolis, Indiana 46208","www.butler.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Large","Yes","5525","4427","80%","15%","Fall 2017","$40,140","-","150163","00178800"
"Butte College","3536 Butte Campus Drive, Oroville, California 95965-8399","www.butte.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree|Two but less than 4 years certificate","Rural: Distant","No","9362","9362","32%","9%","Fall 2020","$8,225","-","110246","00807300"
"Byzantine Catholic Seminary of Saints Cyril and Methodius","3605 Perrysville Avenue, Pittsburgh, Pennsylvania 15214-2229","www.bcs.edu/","4-year, Private not-for-profit","Master's degree","City: Large","Yes","35","","NA","NA","Fall 2017","NA","-","444103","04118000"
"CAAN Academy of Nursing","4747 Lincoln Mall Dr. - Suite 420, Matteson, Illinois 60443-3821","caanacademy.org/","2-year, Private not-for-profit","One but less than two years certificate|Associate's degree","Suburb: Large","No","72","72","100%","NA","Fall 2020","NA","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","487968","04242800"
"Cabarrus College of Health Sciences","401 Medical Park Drive, Concord, North Carolina 28025-3959","https://cabarruscollege.edu/","4-year, primarily associate's, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","City: Midsize","No","528","451","45%","NA","Fall 2017","$14,344","-","198109","00647700"
"Cabrillo College","6500 Soquel Dr, Aptos, California 95003","https://www.cabrillo.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","9149","9149","38%","11%","Fall 2020","$18,463","-","110334","00112400"
"Cabrini University","610 King of Prussia Rd, Radnor, Pennsylvania 19087-3698","www.cabrini.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1613","1186","51%","NA","Fall 2017","$24,733","-","211352","00324100"
"Cairn University-Langhorne","200 Manor Ave, Langhorne, Pennsylvania 19047-2990","www.cairn.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Large","Yes","1031","820","65%","21%","Fall 2017","$27,603","-","215114","00335100"
"Cal Northern School of Law","1395 Ridgewood Drive, Ste. 100, Chico, California 95973-8682","https://www.calnorthern.edu/","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","City: Midsize","No","","","NA","NA","Fall 2017","NA","-","493956","04293500"
"Caldwell Community College and Technical Institute","2855 Hickory Boulevard, Hudson, North Carolina 28638","https://www.cccti.edu/","2-year, Public","Less than one year certificate|One but less than two years certificate|Associate's degree","Suburb: Midsize","No","3703","3703","40%","23%","Fall 2020","$7,025","-","198118","00483500"
"Caldwell University","120 Bloomfield Avenue, Caldwell, New Jersey 07006-6195","www.caldwell.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","2028","1605","59%","24%","Fall 2017","$23,071","-","183910","00259800"
"California Aeronautical University","1450 Boughton Drive, Bakersfield, California 93308","www.calaero.edu/","4-year, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","333","330","42%","6%","Fall 2017","$36,328","-","433420","00998900"
"California Baptist University","8432 Magnolia Ave, Riverside, California 92504-3297","www.calbaptist.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","11495","8334","60%","30%","Fall 2017","$28,596","-","110361","00112500"
"California Career College","7003 Owensmouth Avenue, Canoga Park, California 91303-2006","www.californiacareercollege.edu/","4-year, primarily associate's, Private for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree","City: Large","No","150","150","100%","NA","Fall 2017","NA","Registered Nursing/Registered Nurse","447713","03974500"
"California Career Institute","1240 S State College BLVD Ste. 150, Anaheim, California 92806","www.calinstitute.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Large","No","339","339","100%","NA","Fall 2020","NA","Licensed Practical/Vocational Nurse Training","481386","04215100"
"California College of ASU","1111 S. Broadway Suite, Los Angeles, California 90015","https://www.columbiacollege.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Large","No","291","291","48%","NA","Fall 2017","$35,614","-","112570","02110200"
"California College of Music","42 South Catalina Avenue, Pasadena, California 91106-2403","https://ccmla.edu/","2-year, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree","City: Midsize","No","19","19","80%","NA","Fall 2020","$32,546","-","488563","04293000"
"California College of the Arts","1111 Eighth Street, San Francisco, California 94107-2247","www.cca.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree","City: Large","Yes","1501","1145","59%","NA","Fall 2017","$49,945","-","110370","00112700"
"California Health Sciences University","120 North Clovis Avenue, Clovis, California 93612","https://chsu.edu/","4-year, Private for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","No","391","","NA","NA","Fall 2017","NA","-","488572","04281400"
"California Indian Nations College","75080 Frank Sinatra Dr, Ste 222, Palm Desert, California 92211","https://cincollege.org/","2-year, Public","Associate's degree","City: Small","No","76","76","NA","NA","Fall 2020","$18,025","-","495271",""
"California Institute of Advanced Management","1000 S. Fremont Ave. Mailbox #45, Bldg A10, 4th Floor, Suite 10402, Alhambra, California 91803","www.ciam.edu/","4-year, Private not-for-profit","Master's degree","Suburb: Large","No","131","","NA","NA","Fall 2017","NA","Business Administration and Management, General","487649","04250600"
"California Institute of Arts & Technology","2820 Camino Del Rio South Suite 100, San Diego, California 92108-3822","www.ciat.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","City: Large","No","356","356","70%","NA","Fall 2017","$34,183","-","490285","04259800"
"California Institute of Arts & Technology-National City","401 Mile of Cars Way Suite 100, National City, California 91950-6610","https://www.ciat.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|Associate's degree|Bachelor's degree","Suburb: Large","No","166","166","NA","NA","Fall 2017","$18,936","-","496186","04259801"
"California Institute of Integral Studies","1453 Mission Street, San Francisco, California 94103","https://www.ciis.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","No","2145","87","NA","NA","Fall 2017","NA","-","110316","01215400"
"California Institute of Technology","1200 E California Blvd, Pasadena, California 91125","www.caltech.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Midsize","Yes","2401","982","93%","3%","Fall 2017","$23,397","-","110404","00113100"
"California Institute of the Arts","24700 W McBean Pky, Valencia, California 91355-2397","https://www.calarts.edu/","4-year, Private not-for-profit","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","1440","940","64%","19%","Fall 2017","$57,288","-","111081","00113200"
"California Intercontinental University","101 South Reid Street, Suite 307, Sioux Falls, South Dakota 57103","https://www.caluniversity.edu/","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Midsize","No","506","155","10%","NA","Fall 2017","NA","-","485546","04244000"
"California Jazz Conservatory","2087 Addison Street, Berkeley, California 94704-1268","www.cjc.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree","City: Midsize","No","23","23","50%","NA","Fall 2017","NA","-","486488","04237600"
"California Lutheran University","60 W Olsen Rd, Thousand Oaks, California 91360-2787","www.callutheran.edu/","4-year, Private not-for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - professional practice","City: Midsize","Yes","3615","2513","74%","22%","Fall 2017","$27,080","-","110413","00113300"
"California Miramar University","3550 Camino Del Rio North, Suite 208, San Diego, California 92108-1739","www.calmu.edu/","4-year, Private for-profit","Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","No","216","99","0%","100%","Fall 2017","$9,298","-","480781","04189700"
"California Northstate University","9700 West Taron Drive, Elk Grove, California 95757-3001","www.cnsu.edu/","4-year, Private for-profit","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - professional practice","Suburb: Large","No","962","146","88%","NA","Fall 2017","$69,431","-","496627","04219800"
"California Polytechnic State University-San Luis Obispo","1 Grand Ave., San Luis Obispo, California 93407","calpoly.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Small","Yes","22000","21026","85%","1%","Fall 2017","$16,888","-","110422","00114300"
"California State Polytechnic University-Humboldt","1 Harpst Street, Arcata, California 95521-8299","www.humboldt.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Town: Remote","Yes","6025","5461","47%","7%","Fall 2017","$13,837","-","115755","00114900"
"California State Polytechnic University-Pomona","3801 W Temple Avenue, Pomona, California 91768","www.cpp.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","27503","25181","67%","2%","Fall 2017","$11,898","-","110529","00114400"
"California State University Maritime Academy","200 Maritime Academy Dr, Vallejo, California 94590-8181","https://www.csum.edu/","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","849","808","67%","4%","Fall 2017","$16,081","-","111188","00113400"
"California State University-Bakersfield","9001 Stockdale Hwy, Bakersfield, California 93311-1099","www.csub.edu/","4-year, Public","Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","9613","8188","49%","2%","Fall 2017","$6,567","-","110486","00799300"
"California State University-Channel Islands","1 University Drive, Camarillo, California 93012","www.csuci.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Rural: Fringe","Yes","6128","5734","53%","6%","Fall 2017","$10,931","-","441937","03980300"
"California State University-Chico","First and Normal Sts, Chico, California 95929-0150","www.csuchico.edu/","4-year, Public","Bachelor's degree|Master's degree","City: Midsize","Yes","14183","12981","64%","4%","Fall 2017","$15,187","-","110538","00114600"
"California State University-Dominguez Hills","1000 E Victoria St, Carson, California 90747-0005","https://www.csudh.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate","City: Small","Yes","16426","13969","47%","3%","Fall 2017","$4,438","-","110547","00114100"
"California State University-East Bay","25800 Carlos Bee Blvd, Hayward, California 94542","https://www.csueastbay.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","Suburb: Large","Yes","13673","10796","46%","4%","Fall 2017","$10,874","-","110574","00113800"
"California State University-Fresno","5241 N Maple Ave, Fresno, California 93740","www.fresnostate.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","23999","21354","55%","2%","Fall 2017","$7,303","-","110556","00114700"
"California State University-Fullerton","800 N. State College Blvd., Fullerton, California 92832-3599","www.fullerton.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","Suburb: Large","Yes","40386","35432","69%","2%","Fall 2017","$6,283","-","110565","00113700"
"California State University-Long Beach","1250 Bellflower Blvd, Long Beach, California 90840-0115","www.csulb.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","38973","32931","70%","2%","Fall 2017","$9,731","-","110583","00113900"
"California State University-Los Angeles","5151 State University Dr, Los Angeles, California 90032-8506","https://www.calstatela.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","26460","22737","53%","2%","Fall 2017","$4,551","-","110592","00114000"
"California State University-Monterey Bay","100 Campus Center, Seaside, California 93955-8001","https://csumb.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree","Suburb: Midsize","Yes","7045","6248","63%","7%","Fall 2017","$15,222","-","409698","03260300"
"California State University-Northridge","18111 Nordhoff St, Northridge, California 91330","https://www.csun.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","37579","32181","56%","6%","Fall 2017","$8,222","-","110608","00115300"
"California State University-Sacramento","6000 J St, Sacramento, California 95819-2694","https://www.csus.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship|Doctor's degree - professional practice","City: Large","Yes","31818","28921","56%","3%","Fall 2017","$11,183","-","110617","00115000"
"California State University-San Bernardino","5500 University Parkway, San Bernardino, California 92407-2393","www.csusb.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","19803","17034","55%","1%","Fall 2017","$6,645","-","110510","00114200"
"California State University-San Marcos","333 S Twin Oaks Valley Rd, San Marcos, California 92096-0001","www.csusm.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Large","Yes","15109","13914","54%","4%","Fall 2017","$10,500","-","366711","03011300"
"California State University-Stanislaus","One University Circle, Turlock, California 95382-0299","https://www.csustan.edu/","4-year, Public","Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","Suburb: Small","Yes","10154","8926","58%","2%","Fall 2017","$7,316","-","110495","00115700"
"California University of Science and Medicine","1501 Violet Street, Colton, California 92324-1603","https://www.cusm.org/","4-year, Private not-for-profit","Master's degree|Doctor's degree - professional practice","Suburb: Large","No","536","","NA","NA","Fall 2017","NA","-","496043","04290800"
"California Western School of Law","225 Cedar St, San Diego, California 92101-3046","https://www.cwsl.edu/","4-year, Private not-for-profit","Doctor's degree - professional practice","City: Large","No","623","","NA","NA","Fall 2017","NA","-","111391","01310300"
"Calumet College of Saint Joseph","2400 New York Ave, Whiting, Indiana 46394","www.ccsj.edu/","4-year, Private not-for-profit","Associate's degree|Bachelor's degree|Master's degree","Suburb: Large","Yes","658","563","30%","NA","Fall 2017","$17,377","-","150172","00183400"
"Calvary University","15800 Calvary Road, Kansas City, Missouri 64147-1341","www.calvary.edu/","4-year, Private not-for-profit","One but less than two years certificate|Associate's degree|Bachelor's degree|Master's degree|Doctor's degree - research/scholarship","City: Large","Yes","299","226","53%","5%","Fall 2017","$12,860","-","176789","00245000"
"Calvin Theological Seminary","3233 Burton St SE, Grand Rapids, Michigan 49546-4387","www.calvinseminary.edu/","4-year, Private not-for-profit","Postbaccalaureate certificate|Master's degree|Doctor's degree - research/scholarship","City: Midsize","Yes","239","","NA","NA","Fall 2017","NA","-","169099","00224200"
"Calvin University","3201 Burton Street SE, Grand Rapids, Michigan 49546","www.calvin.edu/","4-year, Private not-for-profit","Less than one year certificate|One but less than two years certificate|Bachelor's degree|Postbaccalaureate certificate|Master's degree","City: Midsize","Yes","3231","2960","77%","13%","Fall 2017","$26,374","-","169080","00224100"
"Cambridge College","500 Rutherford Avenue, Boston, Massachusetts 02129","www.cambridgecollege.edu/","4-year, Private not-for-profit","Less than one year certificate|Associate's degree|Bachelor's degree|Postbaccalaureate certificate|Master's degree|Post-master's certificate|Doctor's degree - research/scholarship","City: Large","No","2135","840","13%","13%","Fall 2017","NA","-","165167","02182900"
"Cambridge College of Healthcare & Technology","5150 Linton Blvd, Suite 340, Delray Beach, Florida 33484","www.cambridgehealth.edu/","4-year, primarily associate's, Private for-profit","Less than one year certificate|One but less than two years certificate|Associate's degree|Bachelor's degree","City: Small","No","939","939","56%","NA","Fall 2017","$16,880","-","454865","04083400"
